header,price,note,usable_area,floor_area,floor,energy_effeciency,ownership,description,long,lat,hash,gas,waste,equipment,state,construction_type,place,electricity,heating,transport,year_reconstruction,telecomunication,has_lift,has_garage,has_cellar,no_barriers,has_loggia,has_balcony,has_garden,has_parking,cellar_area,loggia_area,balcony_area,tags,disposition,age,condition,is_new,MHD,train_station,post_office,atm,bank,doctor,vet,school,kindergarten,supermarket_grocery,restaurant_pub,playground,sports_field,subway,tram,bus,theatre_cinema,pharmacy,bus_station_dist,train_station_dist,subway_station_dist,tram_station_dist,MHD_dist,post_office_dist,atm_dist,bank_dist,doctor_dist,vet_dist,primary_school_dist,kindergarten_dist,supermarket_grocery_dist,restaurant_pub_dist,playground_dist,sports_field_dist,theatre_cinema_dist,pharmacy_dist,estimated_sale_price,estimated_rent_price
"Prodej bytu 3+kk 83 m², Praha, Praha",12797000,,83,,5,G,UNDEFINED,"Dovolujeme si Vám nabídnout elegantní světlý byt s vysokými stropy a prostornými místnostmi, který prošel velmi vkusnou a zdařilou rekonstrukcí a nachází se v rohovém historickém domě s konce 19.stoletín v tiché ulici pár desítek metrů od Riegrových sadů a nedaleko náměstí Jiřího z Poděbrad. Jedná se o atraktivní a především klidnou lokalitu s plnou občanskou vybaveností nacházející se na hranici Vinohrad a Žižkova.
 
Dispoziční uspořádání bytu je následující: obývací pokoj, samostatná kuchyně, ložnice, dětský pokoj, předsíň, koupelna s toaletou. Obývací pokoj je velmi prostorný a světlý, kuchyně se nachází ve středu bytu a je z ní možný vstup do všech prostor bytu. 

V celém bytě je položena masivní dřevěná drásaná dubová podlaha, v souladu s pokyny památkářů byla vyrobena zcela nová dřevěná okna jako repliky původních historických oken, jakož i dřevěné dveře. Koupelna s oknem byla při rekonstrukci prostorově rozšířena a obsahuje sprchový kout, vanu, toaletu, bidet, pračku, sušičku a na celé ploše podlahové vytápění. 

Byt je vybaven kuchyňskou linkou s kamennou pracovní deskou a na míru vyrobeným nábytkem (vestavěnými skříněmi, knihovnou, postelemi a pracovním stolem v dětském pokoji). V bytě byla instalována klimatizace. 

Byt se nachází v 5. nadzemním podlaží. K bytu patří sklep o velikosti 2,5 m2. Byt se prodává i s částí svého současného zařízení.

Celková rekonstrukce domu včetně přístavby výtahu a bytu byla ukončena v roce 2017.  SVJ je bez dluhů a úvěrů. Měsíční poplatky za služby: fond oprav (+ voda, odpad...) jsou cca 2.500,- Kč pro čtyřčlennou rodinu.

Byt má velice výhodnou polohu – je odtud skvělá dostupnost do centra (tramvají 5,9,15,26 pouhých 5 minut na Václavské náměstí). Nedaleko je stanice metra Jiřího z Poděbrad (pěší vzdálenost 5 minut, nebo autobusem č.101 pouhé 2 minuty).

Cena zahrnuje veškeré náklady a právní služby (smlouvy, úschova…).
Pro další doplňující informace mne neváhejte kdykoliv kontaktovat, rád veškeré dotazy zodpovím.

Na energetický štítek se vzhledem k historii budovy vztahuje výjimka, proto uvádíme třídu G.

Celková podlahová plocha bytu: 83 m2
Plocha sklepa: 2,35 m2",14.44632,50.08221,,,,CASTECNE,,CIHLA,Praha - Žižkov,,,,,,True,False,True,,False,False,True,True,,,,MHD 1 minuta pěšky_Částečně vybaveno_Výtah_Parkování_Sklep,DISP_3_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,151.83,607.61,,634.54,,,443.5,,101.76,45.64,384.63,627.2,,217.9,,
"Prodej bytu 1+kk 27 m², Perucká, Praha, Praha",6241000,,27,,4,A,OSOBNI,"Novostavba Vila dům Na Vinici
Půvab romantických vinic si lokalita pražských Vinohrad zachovává i jako prestižní čtvrť moderního velkoměsta. Vila dům Na Vinici, zasazený do úrodného svahu prosyceného zelení, skýtá příjemné bydlení se všemi vymoženostmi metropole.
Funkční technologie se pro pohodlí a komfort obyvatel snoubí s přírodními materiály.  Architektonické řešení respektuje tradiční hodnoty bydlení. Důmyslně využívá okolní křivky, prostřednictvím balkonů, teras a neskromných oken zrcadlí energii zdejší krajiny. Moderní novostavba s osobitým stylem PSN představuje místo, kde se plní přání dětí i dospělých.

Byt č. 44 o dispozicí 1+kk a podlahové ploše 27,2 m² je orientovaný na jihozápad. K bytu náleží sklepní koje o velikosti 0,8 m² v suterénu domu. Skýtá soukromí a bezpečné zázemí, ale současně se otevírá i svěžesti přírody. Je zařízený ve standardu Fit out, nadčasový design ideálně dokresluje perfektní praktické pojetí. Byt bude připraven k nastěhování nejpozději v 2/2023.V ceně bytu je zahrnuto i kryté parkovací stání v suterénu domu.
V případě zájmu o prohlídku mě neváhejte kontaktovat na tel. 602138080.
Ve fotogalerii je vizualizace budoucího stavu.",14.43809,50.06851,,,,NEVYBAVENY,ALL,OSTATNI,"Perucká, Praha - Vinohrady",,CENTRAL,,,,True,False,True,,False,True,True,True,,,,MHD 6 minut pěšky_Výtah_Parkování_Balkón_Sklep,DISP_1_KK,BETWEEN_1_10,NEW,True,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,543.24,662.34,,769.34,,,529.33,,441.09,468.73,749.96,635.33,,742.59,,11618.0
"Prodej bytu 2+1 45 m², Praha, Praha",6190000,,45,,3,G,UNDEFINED,"Rádi bychom Vám nabídli byt 2+1 v osobním vlastnictvím v ulici Přístavní, Praha 7. Byt po rekonstrukci, která proběhla v roce 2015. Byt má 3 samostatné pokoje: kuchyň (10m2), obývací pokoj (17,5m2) a ložnici (12,8m2). Byt se nachází ve 3. patře cihlového domu s výtahem (nevelkým, ale je). Velikou výhodou bytu je, že v něm najdete chládek v létě a dostatečné teplo v zimě. Byt je situován v centru Holešovic, zastávka tramvaje Dělnická se nachází 300m a během pár minut dojedete na metro Vltavská či Nádraží Holešovice. V okolí je mnoho malých obchůdků, restaurací a v blízkosti se nachází park Stromovka a Letenská pláň. Místo nabízí pohodlné bydlení téměř v centru Prahy a přesto je v této ulici i domě klid. Přijďte se podívat osobně, určitě stojí za to tento byt vidět.",14.44843,50.10405,,,,VYBAVENY,,CIHLA,Praha - Holešovice,,,,,,True,False,True,,False,False,True,False,,,,MHD 1 minuta pěšky_Vybaveno_Výtah_Sklep,DISP_2_1,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,123.56,186.49,,172.16,,,368.34,,165.07,95.93,429.88,366.13,,224.87,6093180.0,
"Prodej bytu 2+kk 62 m², Praha, Praha",6690000,,62,,2,B,UNDEFINED,"Nabízíme hezký a slunný byt 2+kk v 2. NP domu z roku 2010.

Byt tvoří předsíň (6,74 m2), ložnice s orientací na západ (15,89 m2), obývací pokoj s kuchyňským koutem s orientací na západ (28,23 m2), balkon přístupný z ložnice i obývacího pokoje (7,59 m2) a koupelna s WC (3,44 m2) – celková plocha bytu vč. balkonu je tedy 61,89 m2. 

K bytu dále patří garážové stání v 1. PP domu a zděný sklep 2,13m2 (není zahrnuto v celkové ploše bytu)

Byt se prodává včetně kuchyňské linky, případně i dalšího vybavení dle dohody.

Topení je centrální, celkové měsíční náklady (2 osoby) činí cca. 3 tis. Kč. 

Dům se nachází v klidné lokalitě v Praze - Čakovicích, na konci slepé ulice Rýnská. V domě je výtah, bezbariérový vstup, UPC, O2 atd. V areálu se nacházejí také dvě vybavená dětská hřiště.
V docházkové vzdálenosti se nachází jak školka, tak škola, lékařská ordinace, lékárna i městský úřad a pošta. Z obchodů je nejblíže minimarket TESCO, v krátké dojezdové vzdálenosti pak hypermarket Globus a obchodní centrum Letňany s řadou prodejen a restaurací, s aquaparkem a multikinem.

Dopravní dostupnost: BUS (zastávka Oderská, kousek od projektu), metro C Letňany (10 min.), metro B Palmovka 25 min. Čakovice také poskytují pohodlné vlakové spojení (železniční trať z Prahy do Neratovic, Všetat, Mladé Boleslavi).
Širokou škálu možností pro odpočinek poskytuje přilehlý Letňanský lesopark. Dále pak také nedaleko se nacházející tenisové kurty a koupaliště. Celé okolí Čakovic se svým pozvolným terénem, klidnými komunikacemi, stezkami a velkým množstvím zeleně je pak přímo jako stvořené pro aktivní odpočinek.

Další informace osobně na místě. Vzhledem k tomu, že byt je momentálně obsazen nájemci, jsou prohlídky plánovány vždy v pátek od 13.30 do cca. 17.00, děkujeme za pochopení.",14.5341,50.14747,,,,CASTECNE,,OSTATNI,Praha - Čakovice,,REMOTE,,,,True,True,True,,False,True,True,True,3.0,,7.0,MHD 4 minuty pěšky_Částečně vybaveno_Výtah_Parkování_Balkón_Sklep_Garáž,DISP_2_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,343.14,1327.4,,2995.6,,,1373.5,,727.23,961.9,939.46,968.45,,668.96,,
"Prodej bytu 1+kk 45 m², Praha, Praha",5760000,,45,,5,G,UNDEFINED,"Nabízíme k prodeji podkrovní slunný byt o velikosti 45 m2 s dispozicí 1+kk, který je kompletně vybavený. V bytě se nachází předsíň s vestavnou skříní,  obývací pokoj s rozkládací sedačkou a s ložnicí, kde je manželská postel a komody. Kuchyň zn. Ikea je vybavená varnou deskou, digestoří, troubou, myčkou, mikrovlnkou a ledničkou i s vestavným žehlícím prknem. Koupelna disponuje sprchovým koutem a pračkou. Byt se nachází na Praze 7 - Holešovice vedle bytového komplexu Prague Marina s dobrou dostupností do centra města tramvají 10 min, v docházkové vzdálenosti je zastávka metra Nádraží Holešovice, oblíbený park Stromovka, tržnice Holešovice a stejně tak veškerá občanská vybavenost.
Byt má nyní nájemce, kterému končí smlouva k 30.11.2022.",14.45496,50.10592,,,,VYBAVENY,,CIHLA,Praha - Holešovice,,,,,,True,False,False,,False,False,True,True,,,,MHD 1 minuta pěšky_Vybaveno_Výtah_Parkování,DISP_1_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,157.18,710.8,,525.13,,,531.59,,111.11,139.22,315.38,366.82,,475.42,,
"Prodej bytu 4+kk 80 m², Slezská, Praha, Praha",10799000,,80,,1,G,OSOBNI,"Nabízím Vám zcela nově zrekonstruovaný krásný byt v OV, který se nachází v lukrativní části Prahy 3 - Vinohrady v ulici Slezská, v docházkové vzdálenosti od malebného Náměstí Jiřího z Poděbrad.

Světlý byt o dispozici 4+kk a velikosti 80 m2 se nachází v 1. zvýšeném NP ve výšce 2,1m v udržovaném cihlovém domě. Byt je orientován na jih a sever. K bytu náleží prostorný sklep o velikosti 7 m2.

V jednotce se nachází velký obývací pokoj propojený s kuchyňským koutem, vybaveným novou linkou se značkovými spotřebiči v ceně. Dále byt disponuje prostornou ložnicí (18,5 m2) orientovanou do klidné zahrady ve vnitrobloku. Dále se v bytě nachází velký neprůchozí pokoj (16 m2) a druhý samostatný pokoj (10 m2) se samostatným WC, který může sloužit jako dětský pokoj, pracovna či pokoj pro hosty. V bytě rovněž naleznete moderní koupelnu se sprchovým koutem a toaletou. Rozšířená chodba a prostorné pokoje nabízí dostatek místa pro úložný prostor.

V bytě jsou rovněž instalovány nové dřevěné dubové podlahy, nová dlažba a obklady, nové rozvody elektřiny, vody, odpadu a další.

Vytápění bytu zajišťuje nové elektrické podlahové topení fungující na bázi uhlíkových folií s WiFi termostaty a možností ovládat teplotou v jednotlivých pokojích na dálku.

V domě naleznete nově zrekonstruované společné prostory. V dohledné době dojde ke kompletní rekonstrukci fasády na budově.

Byt prodává přímý majitel a neplatíte žádnou provizi za zprostředkování.

Pro více informací a domluvení osobní prohlídky mě neváhejte kdykoliv kontaktovat na tel. čísle: 605 030 632.",14.4556,50.07638,,,,CASTECNE,ALL,CIHLA,"Slezská, Praha - Vinohrady",,ELECTRIC,,,,False,False,True,,False,False,True,False,,,,MHD 1 minuta pěšky_Částečně vybaveno_Sklep,DISP_4_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,137.78,373.69,,218.1,,,131.79,,103.54,141.25,350.37,873.47,,312.64,,21406.0
"Prodej bytu 4+kk 87 m², Praha, Praha",8500000,,87,,4,G,UNDEFINED,"Nabídka krásného a prostorného bytu o dispozici 4+kk s umístěním ve 4. NP. Celková výměra bytu je 87m2. Byt prošel celkovou rekonstrukci, také jsou vyměněná plastová okna a přidané venkovní rolety. Panelový dům je po celkové rekonstrukci (zateplená fasáda, rekonstruovaná střecha, výtah dle norem EU, nový vchod).



Byt se skládá ze vstupní dlouhé předsíně zde byly přidány dvě vestavěné skříně s posunovacíma dveřma a naproti záchodu s koupelnou byly  přidány posouvací dveře za kterými se nachází šatna a komora. Chodba navazuje na velmi prostorný obývací pokoj s kuchyňským koutem s celkovou výměrou 26,7m2. Dále tu jsou tři oddělené pokoje. Největší z nich má 14m2. Po celem bytě je udelané ventilacni potrubi, zabudovan vyvod tepleho vzduchu od klimatizace v obyvaku a na lodžii nainstalovana zateplená skříň na zeleninu. 



 Jižní Město je velice příjemnou lokalitou k bydlení. Najdete tu vše, co budete potřebovat. Stanice metra Opatov, která je 8 minut pěšky od bytu a ze které jste v centru metropole do 17 minut, ve spojení se zelení a parky v okolí, je důvod, proč toto místo vyhledává stále více lidí a rodin s dětmi. V těsné blízkosti najdete i vše ostatní, jako obchody (Tesco kousek od domu, Albert), pošta a lékárna pár minut chůze, základní školy a další obchodní centra (OC Háje, OC Opatov a OC Chodov).",14.51285,50.03361,,,,CASTECNE,,PANEL,Praha - Chodov,,,,,,True,False,True,,True,False,True,False,,,,MHD 2 minuty pěšky_Částečně vybaveno_Výtah_Sklep_Lodžie,DISP_4_KK,,GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,193.26,601.72,,1349.52,,,422.46,,178.93,495.77,210.46,351.54,,701.35,,
"Prodej bytu 2+kk 45 m², Praha, Praha",5090000,,45,,7,D,OSOBNI,"Světlý byt v osobním vlastnictví po rekonstrukci před 2 roky  v 7. patře bytového domu s výtahem a skvělým parkováním před domem. Byt nově vymalován, čistý a vyklizený.
Interiér bytu tvoří 1 samostatná ložnice 11 m2, prostornější obývací pokoj 16 m2,  kuchyňskou linkou 5 m2, Chodbou 7 m2 , zděné jádro, obložená  koupelna s vanou a skleněnou zástěnou, samostatná toaleta se závěsným WC a podomítkovým modulem , vstupní chodba s  2 x vestavěnou skříní a 2x volně stojící , botník na společné chodbě před bytem.
Plastová okna, podlahy linoleum a dlažby  , 2 x obložkové dveře ,
Nízké poplatky za služby a teplo 3828,-/měsíc 1 osoba -   4359,-/ měsíc za 3 osoby

Naproti domu nákupní centrum VIVO Hostivař, hypermarket Albert, Restaurace, Kino, pošta, veřejná prádelna, benzínové stanice, fitcentrum, obchod pro domácí mazlíčky a dále vše co je třeba.
 Blízko  Hostivařský lesopark s  letním koupalištěm, krásnou  přírodou , venkovní posilovny a místa pro grilování. Byt je v lokalitě s veškerou občanskou vybaveností a výbornou dostupností do centra. Tramvajové a autobusové spoje, pár minut ke stanici metra Skalka.
SVJ velice dobře hospodaří, není  žádný úvěr či nesplacený dluh. Ve fondu oprav je dosti financí  na zateplení domu, energetická náročnost je dobrá a proto nebyl důvod dům zateplovat. Nízké měsíční poplatky.
Dům je čistý, vymalován, pravidelně uklízen, osazen kamerovým systémem,  2 x výtah , sklepní kóje.

RK: Nevolat
Dům se nachází v lokalitě s veškerou občanskou vybaveností a výbornou dostupností do centra. Tramvajové a autobusové spoje, pár minut ke stanici metra Skalka.",14.5162,50.05468,,,,CASTECNE,ALL,PANEL,Praha - Hostivař,,CENTRAL,,,,True,False,True,,False,False,True,True,,,,MHD 5 minut pěšky_Částečně vybaveno_Výtah_Parkování_Sklep,DISP_2_KK,BETWEEN_30_50,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,421.8,467.0,,465.81,,,946.44,,477.27,451.06,438.89,721.08,,471.04,,
"Prodej bytu 2+kk 50 m², Praha, Praha",6990000,,50,,4,G,UNDEFINED,"Přímo v srdci Vršovic se nachazi krásně, nově a zcela vybavený byt ve 4. patře v domě se zbrusu novým výtahem. Byt je plně orientován do vnitrobloku, to zajišťuje naprostý klid a i krasný výhled. Byt je vytápěn podlahovým vytápěním, které zajišťuje kondenzační kotel Vailant, regulace je možná termostatem. Byt má novou elektroinstalaci, rozvody vody, plynu, novou kuchyni s vestavnými spotřebiči Bosch, vestavné skříně. Jedná se o mimořádně světlý byt blízko NC Eden, v blízkosti se nachází řada parků Grébovka, Heroldovy sady a veškerá vybavenost, sportovní vyžití. Poblíž nemovitosti se nachází velké množství autobusových a tramvajových linek včetně páteřní tramvaje č. 22, s níž se během 10 minut dostanete na všechny linky metra. Bytový dům prošel rekonstrukcí v roce 2022, kdy byla dokončena zcela nová fasáda a v celém domě vyměněna velká špaletová okna s trojskly. Byt byl rekonstruován v roce 2016. Parkování na modré zóně zajišťuje rezidentům volné parkování. Okna jsou orientována na jihovýchod a díky velikosti oken a jejich orientaci je byt velmi prosvětlený, ale nedochází k jeho přehřívání v letních měsících. K dispozici sklep 4m2. Obývací pokoj 23m2, obytná kuchyně 17m2, šatna, chodba, WC a koupelna celkem 10m2. Součástí ceny je plná výbava vč. matrací, spotřebičů jako varná konvice, pračka, kávovar, lednice, mikrovlnka, myčka, trouba, digestoř a plynová varná deska.",14.45804,50.06734,,,,VYBAVENY,,CIHLA,Praha - Vršovice,,,,,,True,False,True,,False,False,True,True,,,,MHD 1 minuta pěšky_Vybaveno_Výtah_Parkování_Sklep,DISP_2_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,105.14,404.25,,219.69,,,414.94,,124.41,107.48,368.63,339.13,,325.35,,
"Prodej bytu 1+kk 33 m², Praha, Praha",6600000,,33,,1,G,UNDEFINED,Božský byt v Bubenči na prodej.,14.40172,50.09894,,,,VYBAVENY,,CIHLA,Praha - Bubeneč,,,,,,False,False,False,,False,False,True,False,,,,MHD 2 minuty pěšky_Vybaveno,DISP_1_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,194.0,483.77,,172.24,,,88.8,,101.21,28.74,75.71,279.02,,240.9,,
"Prodej bytu 3+kk 67 m², Praha, Praha",9999000,,67,,4,G,OSOBNI,"Nabízím Vám zcela nově zrekonstruovaný krásný byt v OV, který se nachází v lukrativní části Prahy 2 - Nové Město v ulici Lípová, v docházkové vzdálenosti od stanice metra I.P. Pavlova a Karlova náměstí.

Světlý byt o dispozici 3+kk a velikosti 67 m2 se nachází v 4.NP zrekonstruovaného cihlového domu s výtahem. Byt je orientován na západ. K bytu náleží komora přímo na chodbě o velikosti 2 m2.

V jednotce se nachází velký obývací pokoj propojený s kuchyňským koutem, vybaveným novou linkou se značkovými spotřebiči. Dále byt disponuje prostornou ložnicí a jedním samostatným neprůchozím pokojem. V bytě rovněž naleznete moderní koupelnu se sprchovým koutem a WC.

V bytě jsou rovněž instalovány nové podlahy, nová dlažba a obklady, nové rozvody elektřiny, vody, odpadu a další.

Vytápění bytu zajišťuje nové elektrické podlahové topení fungující na bázi uhlíkových folií s WiFi termostaty a možností ovládat teplotou v jednotlivých pokojích na dálku.

Byt prodává přímý majitel a neplatíte žádnou provizi za zprostředkování.

Budova prošla kompletní rekonstrukcí, jejíž součástí je nová střecha, fasáda, okna, výtah a společné prostory. V klidném vnitrobloku naleznete prostornou krásnou zahradu, která je ve výhradním využívá pouze vlastníků bytových jednotek v domě.

Měsíční příspěvek do FO činí pouhých 666,- Kč.

Pro více informací a domluvení osobní prohlídky nás neváhejte kdykoliv kontaktovat. Nabízíme Vám zcela nově zrekonstruovaný krásný byt v OV, který se nachází v lukrativní části Prahy 2 - Nové Město v ulici Lípová, v docházkové vzdálenosti od stanice metra I.P. Pavlova a Karlova náměstí.

Světlý byt o dispozici 3+kk a velikosti 67 m2 se nachází v 4.NP zrekonstruovaného cihlového domu s výtahem. Byt je orientován na západ. K bytu náleží komora přímo na chodbě o velikosti 2 m2.

V jednotce se nachází velký obývací pokoj propojený s kuchyňským koutem, vybaveným novou linkou se značkovými spotřebiči. Dále byt disponuje prostornou ložnicí a jedním samostatným neprůchozím pokojem. V bytě rovněž naleznete moderní koupelnu se sprchovým koutem a WC.

V bytě jsou rovněž instalovány nové podlahy, nová dlažba a obklady, nové rozvody elektřiny, vody, odpadu a další.

Vytápění bytu zajišťuje nové elektrické podlahové topení fungující na bázi uhlíkových folií s WiFi termostaty a možností ovládat teplotou v jednotlivých pokojích na dálku.

Byt prodává přímý majitel a neplatíte žádnou provizi za zprostředkování.

Budova prošla kompletní rekonstrukcí, jejíž součástí je nová střecha, fasáda, okna, výtah a společné prostory. V klidném vnitrobloku naleznete prostornou krásnou zahradu, která je ve výhradním využívá pouze vlastníků bytových jednotek v domě.

Měsíční příspěvek do FO činí pouhých 666,- Kč.

Pro více informací a domluvení osobní prohlídky mě neváhejte kdykoliv kontaktovat na tel. čísle:605 030 632.",14.424,50.07487,,,,CASTECNE,ALL,CIHLA,Praha - Nové Město,,ELECTRIC,,,,True,False,True,,False,False,True,False,,,,MHD 1 minuta pěšky_Částečně vybaveno_Výtah_Sklep,DISP_3_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,106.71,525.14,,322.31,,,169.48,,72.12,61.13,327.95,530.05,,329.78,9971141.0,22124.0
"Prodej bytu 2+kk 46 m², Praha, Praha",5599000,,46,,4,G,OSOBNI,"Nabízím Vám zcela nově zrekonstruovaný krásný byt v OV, který se nachází na Praze 8 - Libeň v ulici Kandertova, hned u tramvajové zastávky U kříže, cyklostezky a malebného parku Pod Korábem.

Světlý byt o dispozici 2+kk a velikosti 46,6 m2 se nachází v 4.NP historického cihlového domu. Byt je orientovaný na severozápad do klidného vnitrobloku.

V jednotce se nachází velký obývací pokoj propojený s kuchyňským koutem, který bude vybavený novou linkou se značkovými spotřebiči. Dále byt disponuje prostornou ložnicí. V bytě rovněž naleznete moderní koupelnu se sprchovým koutem. V bytě se nachází samostatné WC. Dispoziční řešení bytu nabízí dostatečné místo pro úložné prostory.

V bytě jsou instalovány nové designové podlahy, nová dlažba a obklady, nové rozvody elektřiny, vody, odpadu a další.

Vytápění bytu zajišťuje nové elektrické podlahové topení fungující na bázi uhlíkových folií s WiFi termostaty a možností ovládat teplotou v jednotlivých pokojích na dálku.

Budoucí majitelé se mohou těšit na bydlení v nově opravené historické budově.

Byt je připravený ihned k nastěhování !

V případě zájmu si neváhejte projít byt pomocí naší virtuální prohlídky.

Pro více informací a domluvení osobní prohlídky mě neváhejte kdykoliv kontaktovat na tel. čísle: 605 030 632.",14.47472,50.11187,,,,CASTECNE,ALL,CIHLA,Praha - Libeň,,ELECTRIC,,,,False,False,False,,False,False,True,False,,,,MHD do minuty pěšky_Částečně vybaveno,DISP_2_KK,,VERY_GOOD,False,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,71.54,1365.47,,850.35,,,580.05,,217.38,156.22,343.02,492.48,,418.77,5585918.0,
"Prodej bytu 2+kk 63 m², Praha, Praha",3560198,,63,,1,B,DRUZSTEVNI,"Úroková sazba 2,95% na 5 let od kolaudace domu, energetická třída B - nízké náklady na vytápění a možnost přestavět na plnohodnotné 3+kk podle obrázku - hlavní výhody tohoto bytu

Nabízím postoupení nového družstevního bytu v projektu Britská čtvrť XIII. Britská čtvrť je moderním rezidenčním projektem na Praze 5 – Stodůlky přímo na metru B - Stodůlky. Dispozice bytu je 2+kk, velikost 62,6 m² (+ navíc terasa 13,7 m²). Byt se nachází v 1.NP novostavby s orientací oken na Jih a Východ.

Byt je možno vhodným přidáním stěny rozdělit na rodinné 3+kk. Stěnu lze přidat dle návrhu šrafovaně na obrázku půdorysu. Elektrorozvody jsou předpřipraveny pro případné rozdělení jako klientská změna již od developera.

Dispozice bytu: Obývací pokoj s kuchyňským koutem (33,1 m2), ložnice (13,2 m2), koupelna (5,4 m2), chodba (5,5 m2), komora (2,2 m2) a terasa (13,7 m2).

Budova je stavěna v energetické třídě B - nízké náklady na vytápění

Na byt je nadstandardní záruka 3 roky.

Již ve standardu dveře značky SAPELI, obklady RAKO a sanita LAUFEN.

Předpokládaný termín kolaudace konec roku 2022.

V blízkosti je veškerá občanská vybavenost včetně obchodů, restaurací, škol, školek a lékařů. Obchodní centrum Metropole Zličín a Avion park jsou pár minut od domu. Lokalita se vyznačuje výbornou dopravní dostupností do centra metrem B – bez přestupů 15 minut. Pár minut jízdy je dálnice D5 a Pražský okruh. Letiště Václava Havla je vzdáleno zhruba 10 minut jízdy.

K bytu možno dokoupit podzemní parkovací stání.
 
Jelikož se jedná o družstevní byt, cenu splácíte formou nájmu. Neprokazujete výši příjmu, nepotřebujete hypoteční úvěr a byt je možné převést do OV kdykoli v průběhu splacení anuity.

Odstupné za byt činní: 3 560 198 Kč

Zbylá anuita do OV: 4 039 801 Kč (částku lze kdykoliv doplatit nebo refinancovat Vaší bankou a byt převést do osobního vlastnictví). Částka se splácí pravidelnými anuitními měsíčními splátkami družstvu ve výši 19 138 Kč formou nájmu. Úroková sazba úvěru je 2,95 % s fixací na 5 let (počíná běžet od kolaudace domu)

Předpokládaná celková pořizovací cena bytu vč. DPH: 7 599 999 Kč

Družstevník si vyhrazuje právo prodat byt nejvyšší nabídce.

Pokud vás moje nabídka zaujala, neváhejte se ozvat a rád vám poskytnu další informace",14.3026,50.04756,,,,NEVYBAVENY,,CIHLA,Praha - Stodůlky,,CENTRAL,,,,True,False,False,,False,False,True,True,,,,MHD 3 minuty pěšky_Výtah_Parkování_Terasa,DISP_2_KK,,NEW,True,True,,True,,True,,,True,True,True,True,True,True,,,,,True,,,,,332.33,271.37,,1607.85,,,1032.27,,118.74,279.13,112.51,839.23,,1063.89,,
